poi_id,name,lat,lon,open_min,close_min,stay_min,province,city,description,time_str,airport
1205,玉其塔什景区,40.205103,74.576393,540,1140,150,新疆,克州,在乌恰县西北部边境地段有一片美丽如画的夏牧场，它就是令人神往的玉其塔什草场。它有的田园诗歌般的风光。玉其塔什原意为“三个石头”按当地群众的解释，玉其塔什是三座雪山之间的草场。这三座雪山，高耸人云，海拔均在4500米以上，山顶积雪终年不化，象三座银白色的固体水库。,0：00-23：59,
1206,铁门关,41.821042,86.204071,540,1140,150,新疆,巴音郭楞,铁门关，位于新疆维吾尔自治区巴音郭楞蒙古自治州首府库尔勒市北郊8公里处，扼孔雀河上游陡峭峡谷的出口，曾是南北疆交通的天险要冲，古代“丝绸之路”中道咽喉。晋代在这里设关，因其险固，故称“铁门关”，列为中国古代二十六名关之一。,0：00-23：59,
1207,九龙生态园,43.755906,87.45792,540,1080,150,新疆,新疆,九龙生态农业园，园内道路畅通，交通便利，树木葱茏，空气清新，一路上的绿荫庇护，实为一个难得的“天然氧吧”。3300多亩的九龙生态农业园，依托现有的资源，结合大自然，田野等地理条件，把自然风光，休闲娱乐，和时尚运动系统的结合起来，山林为主体，景观建筑，娱乐项目，服务设施等优质条件，构建成为人们回归大自然，独具特色的生态休闲场所。,09:00-18:00,
1208,仙女湖民俗文化旅游景区,43.701289,84.130497,540,1140,180,新疆,新疆,仙女湖民俗文化旅游景区，坐落在中国西部的高原之上，是一处融合自然美景与深厚民族文化的瑰宝。这片湖泊如同镶嵌在群山之间的碧玉，清澈见底，四周环绕着郁郁葱葱的山林和草原。仙女湖不仅是野生动植物的栖息地，更是当地民族文化的传承地。仙女湖民俗文化旅游景区以其独特的地理位置和丰富的生态资源，成为了连接人与自然、传统与现代的桥梁。游客在这里可以尽享高原的清新空气，观赏湖光山色的自然美景，是一次身心的洗礼和文化的探索之旅。,0：00-23：59,
1209,哈密回王府景区,42.812891,93.487435,570,1200,150,新疆,哈密,哈密回王府，被誉为“西域小故宫”，位于哈密市区南端，交通便利。这座昔日宏伟的宫廷建筑，如今以仿古建筑群的形式重建，让游客得以窥见其昔日辉煌。景区虽不大，步行游览即可，内部共有28座建筑，分为庭院、点兵台和王爷台三部分。\n\n庭院区域是曾经的接待驿站，典型的四合院布局。王爷台是景区的核心，包括办公大殿、寝宫和清真寺等，融合了汉族与伊斯兰建筑风格。清真寺的大殿展现汉式建筑风貌，而宣礼楼则呈现伊斯兰特色，两者形成鲜明对比。院落内装饰以花草和几何图案为主，符合伊斯兰教风格。,09:30-20:00,
1210,湿地古杨风景区,43.812996,82.439217,600,1230,150,新疆,伊犁,湿地古杨风景区原名次生林公园，位于伊犁哈萨克自治州尼勒克县西侧，是一处以河流绿洲和胡杨林为主的自然风景区，来此可以游玩河流绿洲，漫步在各种树木密布的幽静环境中。还可以观看遒劲胡杨倒影在平静水面上的美景。\n\n景区位于尼勒克县的喀什河南岸，依靠着河流，生长了大面积的树林，其中有天山桦树、野山楂、沙棘等众多品种，很多树木已经有百年树龄，古树参天，环境非常幽静。,10:00-20:30,
1211,库车大馕城,41.722481,82.958675,600,1370,150,新疆,阿克苏,库车大馕城，位于新疆阿克苏地区库车县，占地广阔，总面积达20240平方米。这一综合性文化商业区不仅为当地居民提供了丰富的生活服务，更成为游客了解和体验库车独特文化的绝佳场所。大馕城内分为多个功能区，包括住宅区、商业区和馕文化展示区，旨在打造一个全方位的文化体验中心。\n\n库车大馕城不仅是一个文化宣传的基地，更是特色餐饮和就业创业的重要平台。它不仅展示了库车县的文化魅力，也为当地经济发展和人才培养提供了有力支持，成为推动地区文化和经济发展的重要引擎。,10:00-22:50,阿克苏红旗坡机场
1212,叶尔羌汗国王陵,38.416879,77.260067,630,1170,150,新疆,喀什,叶尔羌汗国王陵又称阿勒屯麻扎，“阿勒屯”汉语意为“金子”，“麻扎”则为“坟墓”。整个国王陵面积1050平方米，始建于1533年，其后又经百年扩建才形成今天的规模。陵内葬有叶尔羌汗国创始人等11代王室成员。叶尔羌汗国王陵在布局和图案装饰等方面，别具风格，是伊斯兰教优秀建筑艺术，为了解当时的政治、经济状况、生活习惯、埋葬方式等具有重要的历史价值。目前，这个国王陵保存完好，对外开放，是莎车县的叶尔羌风情旅游区的一部分。,10:30-19:30,
1213,恰西草原风景旅游区,43.08686,82.635316,540,1260,180,新疆,伊犁,恰西草原风景旅游区，位于新疆伊犁州巩留县，以其清新的空气和宜人的气候成为避暑胜地。这里的自然景观令人心旷神怡：高耸的皑皑雪山，覆盖着终年不化的积雪，在阳光下闪耀着银光；茂密的树林中，各种树木竞相生长，绿叶葱茏，为草原增添了一抹生机；清澈的溪流在林间潺潺流淌，带来阵阵清凉；碧绿的草场如同一块巨大的绿色地毯，铺展在大地之上；而色彩斑斓的野花点缀其间，散发出阵阵芳香，为这片绿色的世界增添了无限生机与活力。,09:00-21:00,
1214,巩乃斯国家森林公园,43.302087,84.547286,480,1080,180,新疆,伊犁,巩乃斯森林公园位于巴音郭楞州的和静县内，在巩乃斯河的上游，是巩乃斯林场所在地。距库尔勒320km，国道218从这里穿过。\n\n巩乃斯，瓦剌蒙古语意为“绿色的谷地”，哈萨克语为太阳出来的地方。巩乃斯河发源于艾肯达阪，与喀什河、特克斯河相汇流入伊犁河，最后直奔哈萨克斯坦的巴尔喀什湖。河水碧绿清澈，两岸绿草茵茵、云杉挺拔。\n,08:00-18:00,
1216,一万泉风景区,43.568681,89.77154,540,1320,150,新疆,新疆,景区地处天山深处，天山雪山耸立南侧，远远望去，巍峨的雪山牵着空中的白云，似乎畅步在蔚蓝的苍穹；自景区北望，万亩麦田壮美如云，军垦新居星罗棋布。山梁阴坡翠松挺拔，阳坡牧草丰盛，是北疆东部天山北坡最好的天然草场之一。\n每年六到九月，党参花、野蔷薇、野菊花等各种野花开遍山岗，形成天然的花地毯，将草原的绚丽多姿尽情的展现在你的眼前，一切显露的如此壮观。\n,09:00-22:00,
1217,托乎拉苏景区,44.278761,81.758902,0,1440,150,新疆,伊犁,托乎拉苏草原位于伊犁哈萨克自治州伊宁县的北侧，相比伊犁州其他大名鼎鼎的草原风光更加原始，居住的哈萨克牧民们也都非常淳朴。这里游人很少，是喜欢安静游玩的游客不能错过的地方。\n\n托乎拉苏草原是丘陵式的草原，绵延起伏，丘陵上覆盖碧绿青草，景色丰富多样。而背靠雪山也有一片草原开阔壮美，很有空中草原的意味，是很多摄影家们梦寐以求的拍照胜地。这里的哈萨克族牧民每到节日都会举办盛大的活动，还有叼羊表演等传统的民俗项目，如果赶上的话可以好好观看。,0:00-23:59,
1218,巩留县野核桃沟景区,43.376105,82.271648,600,1200,150,新疆,伊犁,野核桃沟位于伊犁州巩留县南部，是巩留县的著名景点。景区内以全国野核桃林闻名，园内有众多的植物、果树，绿树成荫，环境非常优美。每年春天这里有众多杏花开放，夏季时又会有大片的向日葵、散落的薰衣草和各种野花开放，非常漂亮，适合拍照摄影。\n,10:00-20:00,
1219,克尔古提神秘峡谷,42.571699,86.874335,0,1440,180,新疆,巴音郭楞,克尔古提峡谷位于巴音郭楞蒙古自治州和静县城东北天山南麓60多公里处，海拔1500-3000米，属于封闭状天山水源涵养林区。四面群山环抱，峡谷内山高坡陡，沟深壑多，气候温和，是一个冬暖夏凉适宜放牧的良好牧场。居住在这里的人家多为土尔扈特后裔，他们在草地上扎起毡房，赶着成群的牛羊去峡谷深处……\n沟谷内景观独特，山峰峦叠起伏，古榆怪石千姿百态。清流蜿蜒穿碧，水畔树木葱郁，草木隽永。红嘴山鸭、燕子等鸟类在峡谷景廊中飞舞穿行，是一个春日踏青、盛夏避暑、金秋观景的好去处。,0:00-23:59,
1220,霍尔果斯中哈国际旅游区,44.212762,80.408372,570,1200,150,新疆,新疆,中哈霍尔果斯国际边境合作中心是中哈两国合作的元首工程，是我国与其他国家建立的首个跨境经济贸易合作区，也是目前世界上唯一一个跨境贸易区。\n\n2012年4月18日合作中心正式封关运营，实行“一线放开、二线管理”的管理模式和“境内关外“的优惠政策，两国公民和第三国公民，无需签证即可凭护照或出入境通行证等有效证件入出合作中心，实现面对面地商贸洽谈和商品交易。\n中方入区人员每人每天可一次性携带8000元人民币的免税商品出区。正是这样的优惠政策使得合作中心成为新疆旅游购物体验的一张亮丽名片。,入园及办证时间：09:30-20:00\n出园时间：10:30-22:00,
1221,克州冰川国家森林公园,38.98012,75.523549,600,1200,180,新疆,克州,克州冰川公园的天空，什么时候都是湛蓝的，碧空如洗，蓝的真切，使人的心情亮了，激情也迸发了。尤其是蓝天在雪山之巅、冰川之上，蓝白之间是那么分明，又是那么和谐自然。鲜花虽好，尚有绿叶映衬，蓝天再蓝，也离不开白云。如果说蓝天是广袤的沃野，那白云，就是沃野中盛开的艳丽花朵。你看，白云似云似雾又似风，悠闲自在，无拘无束，在蓝天中翱翔漫游；你看白云又柔情似水，多愁善感，围绕冰川之巅，似绕膝游子，唯恐失去爱的乐园。白云，洁白；白云，轻柔；白云，无恨；白云，自在……,10:00-20:00,
1222,沙漠之门,40.4513,81.636677,600,1200,150,新疆,新疆,沙漠之门——触碰塔克拉玛干沙漠，位于新疆生产建设兵团阿拉尔市。\n塔克拉玛干沙漠东西1000余公里，南北400余公里，总面积约33万平方公里。它是中国第一大沙漠世界第十大沙漠(也是世界第二大流动沙漠)。沙漠腹地年平均降雨量100毫米，年蒸发量约3000毫米，是世界极端干旱气候环境的典型。塔克拉玛干沙漠又被称为“死亡之海”、“走进去出不来”。\n在这里，您可以乘坐热气球或滑翔机，以上帝视角俯瞰大沙漠的广袤；可以乘坐沙漠越野车，体验沙漠冲浪的刺激；可以骑上骆驼，体验沙漠之舟的悠闲；可以凭栏小憩，体验沙漠日光浴的温暖；也可以沙漠露营，享受恬静星河下沙漠的悠远。,10:00-20:00,
1223,杜氏旅游度假区,44.116571,87.422625,660,1170,150,新疆,昌吉,杜氏旅游景区坐落于昌吉市六工镇北郊，度假区内布局七大主题乐园，其中海洋水世界、欢乐王国、冰雪乐园、非遗文化小镇、康体休闲养生园等五大园区都是2016年新呈现的。海洋水世界海洋水世界占地面积近百亩，不仅有超级大喇叭、竞速滑道等大型水上娱乐项目，还有丰富的文艺表演、水上项目表演等可以欣赏。欢乐王国是适合家庭、青少年等不同人群的综合型主题游乐园。\n\n娱乐设施区内的娱乐项目不但适合儿童游玩，也是全家游玩的理想场所，包括海盗船、碰碰车、转转杯、梦幻双层旋转木马等经典游乐设施，还有老少皆宜的各类摊位游戏，在挑战快乐的同时，还能获得各种惊喜礼品。非遗文化小镇是以丝绸之路文化为主题、仿古建筑为载体的体验式商旅文化街区。\n,11:00-19:30,乌鲁木齐地窝堡国际机场
1224,阿图什天门,39.678242,75.540961,660,1080,150,新疆,克州,阿图什市天门位于新疆克州阿图什市上阿图什镇，天门旅游景区距离阿图什市57公里。阿图什市天门属于天山南脉，雄踞在天山与昆仑山交界之处，背靠昆仑山，面向天山而开，海拔3000米、宽约100米，高约500米。阿图什天门景区属温带大陆性干旱气候，夏季凉爽、天气多变、昼夜温差大。景区内部沿途可见约260万年前经风雨侵蚀形成的象形山体，如金猴守岁、日月门、天地轮回、一线天、小天门等自然景观。\n阿图什天门雄奇险峻、千沟万壑、鬼斧神工、幽深境秘，是罕见的高海拔穿山溶洞，也是世界上自然形成的最高拱门，被评为全球最新的25条探险线路之一。,11:00-18:00,
1225,鹰沟旅游风景区,43.438978,87.32395,0,1440,150,新疆,乌鲁木齐,“鹰沟”旅游度假胜地，位于乌鲁木齐县南山板房沟乡鹰u200cu200c沟牧场!。整个景区从高空俯瞰是一个幽长雄伟的大峡谷!午后直至日落西山这段时间，会有雄鹰在峡谷空中盘旋，非常壮观!峡谷的右侧是花草山，登到山顶漫山遍野的各色山花一望无际。\n\n\n鹰沟是典型的山地，森林，山岳型的结构型草场，可欣赏到美丽而又婀娜的山花烂漫的南山草原，莺飞草长之中，感受哈萨克民族那粗狂豪迈的民俗风情，在南山哈萨克毡包中，热香的奶茶，真是赛过神仙般的世外桃源中的逍遥。,0:00-23:59,
1226,禾木观景台,48.577354,87.428572,480,1200,150,新疆,阿勒泰,站在禾木观景台上，您将被眼前的景色深深震撼。俯瞰禾木，感受自然的壮丽，观景台位于禾木村的制高点，是观赏整个村庄和周围自然风光的最佳地点。\n\n在这里，您可以俯瞰整个村庄，一片片木屋在金色的阳光下熠熠生辉，炊烟袅袅升起，与远处的雪山、森林和草原构成了一幅和谐宁静的画面。除了自然美景，禾木观景台也是了解图瓦文化的窗口。图瓦人是这里的原住民，他们以游牧和狩猎为生，保留着世代相传的生活方式和传统。在观景台上，您可以聆听图瓦人悠扬的苏尔笛声，感受他们与自然和谐共处的智慧。,8:00-20:00,
1227,九曲十八弯观景台,42.765733,84.427713,0,1440,150,新疆,新疆,“九曲十八弯”是对蜿蜒在草原上的开都河的美称，抬首仰望，山上苍松茂密，层层叠叠、黛绿如墨，峰峦跌宕如风起云涌，松涛阵阵似万马奔腾。俯瞰山下，其绝美意境如一帘油画尽收眼底。\n\n那蜿蜒崎岖的九曲河水，如蛟龙过境迂回向前。那浓绿泛青的岸柳，挺拔俊秀的钻天杨缀满其间。嬉戏的野鸭飞翔掠过，蹦跳山间的林雀和鸣，令人遐想……特别是清晨或雨后，云烟缭绕、晨雾弥漫，使你顿生脚踏祥云之感，寓神仙云游之情。,0:00-23:59,
1228,中华碧玉园,44.281545,86.22055,0,1440,150,新疆,昌吉,\n中华碧玉园坐拥世界最大碧玉原产地玛纳斯，总占地面积2000余亩，其中主体园区530余亩，玉器加工基地、葡萄酒庄、玉主题生态公园等1500多亩，总商业面积超30万平方米。\n\n它是国家4A级旅游景区，是玛纳斯规模最大的以碧玉文化产业为龙头的集购物、旅游、住宿、餐饮、休闲、娱乐等为一体的新疆首座汉唐风貌旅游商业综合园区。你可以在园区内买到不同品质、各种成色的碧玉。也可以作为游玛纳斯欣赏、了解碧玉的一个必逛景点。,0:00-23:59,
1229,罗布泊大峡谷,41.515166,86.43175,0,1440,180,新疆,巴音郭楞,罗布泊大裂谷，也有人把它称作“雅丹大峡谷”。它位于库尔勒和尉犁县之间，全长有4.9公里，上下落差有120米。这条峡谷其实并不是一个完整的峡谷，而是由十多条峡谷，还有七条大峡谷组成。一般来说，峡谷都是位于两山之间，从山头可以看到下面湍急流淌的河流。传说，罗布泊大裂谷是由来自阿尔金山的洪水冲积而成的。此地近百年，鸟兽全无，人迹罕至。这里最早是在100年前，被一位外国探险家发现的。\n走在峡谷里面，周围全是形态各异的雅丹地貌。怪石嶙峋，犬牙交错，里面的形态就像一个环环相扣的巨大迷宫，无止境地向前蜿蜒着，使你很难知道哪里才是尽头。由荒漠植被，森林与神秘地下大峡谷组成的罗布泊大裂谷，现在是一处非常独特的地质公园。时刻吸引着来自世界各地的游客。,0:00-23:59,
1230,天山神木园,41.592155,79.703669,600,1140,150,新疆,阿克苏,神木园又名天山神木园，位于阿克苏地区西北侧的温宿县境内，距离阿克苏市区约70公里，是阿克苏当地著名的景点，前往阿克苏旅游时可以前来观看。神木园占地一共有600亩左右，是一处长宽都近1公里的小型森林。与一般森林不同的是，这里的树木都是形态各异的巨型灌木，大多年代悠久，已经有几百年树龄。\n这些灌木或盘地而生，或是曲折盘桓，形态十分独特，形成了旋风柳、鹿角怪树、定情树等多种造型，可以观赏拍照。除了观赏树木外，神木园还是当地穆斯林群众心中的圣地之一。这里是当年前来中国传教的沙特王子逝世的地方，所以神木园也称为库尔米什阿塔木麻扎（维语麻扎即墓地的意思），在园内可以看到曾经的讲经堂等宗教古迹，还有神泉等，很多穆斯林也会来此参观。,10:00-19:00,
1231,吉木乃草原石城景区,47.176468,86.124226,480,1200,180,新疆,新疆,草原神石城景区位于吉木乃县托斯特乡境内，距吉木乃县城40公里，在托斯特乡冬牧场内，景区总面积达270平方公里，其中核心区域面积达67平方公里。景区内的山脊和山坡上怪石林立，规模宏大，是由溶蚀和风蚀作用形成的造型奇异的花岗岩地貌。步入了草原神石城景区，您会被眼前的奇景所深深震撼，在草原神石城景区充满想象力的人与动物奇石遍布其中，神形兼备，极具观赏，俨然一处巨型奇石博物馆。\n草原神石城的花草更是与草原神石城景区交相辉映，和谐共处，每年夏季各种野花相继盛开，满眼皆绿，色彩班驳，花香数里，宛如天界神境，游人百看不厌，流连忘返。特别是在陡峭笔直的半山腰中有一汪从未干枯的清泉，被当地牧民称之为“神泉”，泉水清澈甘甜，据说长期饮用能够延年益寿，吸引了各族群众和慕名而来的大批游客膜拜、观光。,08:00-20:00,
1232,阿克苏市皇宫湖,40.808947,80.040707,1439,2039,90,新疆,阿克苏,阿克苏市皇宫湖，一处隐匿于新疆腹地的自然瑰宝，以其独特的地理风貌和丰富的文化内涵，吸引着无数游客的目光。这片湖泊坐落于阿克苏市郊外，四周环绕着巍峨的山脉，湖水清澈见底，倒映着蓝天白云，仿佛是大自然精心绘制的一幅水墨画。\n皇宫湖之美，不仅在于其自然风光，更在于它深厚的历史底蕴。相传，这里曾是古代皇宫的所在地，湖底沉睡着无数的宝藏和秘密。湖水的宁静与神秘，让人不禁遐想联翩，仿佛能听到远古的回声在耳边低语。\n游览皇宫湖，你可以乘坐小船在湖面荡漾，感受水波的温柔和微风的轻抚。湖边的草地上，牛羊成群，牧歌悠扬，一幅和谐宁静的田园风光。此外，湖边还设有观景台，站在高处，可以俯瞰整个湖泊的壮丽景色，让人心旷神怡。\n皇宫湖不仅是一个观光胜地，更是一个体验新疆多元文化的好去处。在这里，你可以品尝到地道的新疆美食，感受维吾尔族的热情好客，还可以参与当地的民俗活动，深入了解这片土地的历史与文化。,0.00-23:59,
1233,世纪园,44.184463,86.889329,1439,2039,150,新疆,昌吉,呼图壁县世纪园，是新疆一处融合了自然风光与人文景观的现代园林。它位于呼图壁县城区的心脏地带，以其独特的设计理念和丰富的文化内涵，成为了当地市民休闲、游客观光的热门选择。\n世纪园的设计充分考虑了生态与人文的和谐共生，园内绿树成荫，花草丛生，小桥流水，亭台楼阁，构成了一幅生动的园林画卷。漫步其中，可以感受到四季更迭带来的不同景致，春天的花海、夏日的绿荫、秋天的金黄、冬日的雪景，每一季都有其独特的韵味。\n除了自然景观，世纪园还注重文化元素的融入。园内分布着多处雕塑和艺术作品，它们或展现新疆的历史文化，或表达现代艺术的创新精神，为游客提供了丰富的视觉享受和思考空间。\n世纪园不仅是一个观赏的场所，更是一个集休闲、娱乐、教育于一体的公共空间。园内设有儿童游乐区、健身步道、文化活动中心等设施，满足了不同年龄层市民的需求。无论是家庭出游，还是朋友聚会，世纪园都能提供适宜的环境和活动。\n此外，世纪园还经常举办各类文化活动和节庆活动，如花卉展览、音乐会、民俗节等，这些活动不仅丰富了市民的文化生活，也吸引了众多游客的目光，使世纪园成为了呼图壁县的文化名片。,0.00-23:59,
1234,夏尔西里,45.203027,81.838969,1439,2039,150,新疆,博州,夏尔西里，这片被誉为“中国的最后净土”的神秘之地，位于新疆博乐市北部山区，是蒙语“黄色的山坡“的音译。这里曾是中哈两国的争议区，直到1998年才正式回归中国版图，成为国家级自然保护区\n夏尔西里的总面积达到31400公顷，海拔从1210米至3670米不等，拥有温带大陆性气候。这里的自然景观壮丽而原始，沟壑纵横，水资源丰富，是众多珍稀生物的栖息地。保护区内高等植物种类多达1676种，脊椎动物221种，大型真菌类143种，包括雪豹、棕熊、羚羊等国家珍贵野生保护动物40多种。\n夏尔西里的四季变换如同一幅幅生动的画卷。春天，万物复苏，山花烂漫；夏日，绿草如茵，清凉宜人；秋季，层林尽染，金黄一片；而到了冬天，白雪皑皑，银装素裹，展现出一种静谧而纯净的美。\n这片土地不仅承载着自然的馈赠，更见证了历史的变迁。夏尔西里的回归，不仅是外交的胜利，更是国家尊严的象征。如今，这里由新疆博尔塔拉军分区的官兵守护，他们不仅是边境的卫士，也是这片净土的生态卫士。,0.00-23:59,
1235,天鹅河景区,41.768138,86.164813,600,1440,150,新疆,巴音郭楞,天鹅河景区，位于新疆库尔勒市，是一条蜿蜒流淌的河流，以其独特的自然风光和人文景观，成为国家4A级旅游景区。景区全长约十公里，从梨香湖开始，一直延伸到狮子桥，占地面积约2400亩，其中水域面积达到765亩。\n在这里，游客可以欣赏到二十座大小桥梁、十个岛屿和十二个码头，这些景观构成了天鹅河景区独特的风景线。景区内还有岑参雕塑、班超雕塑、香梨雕塑及河图洛书雕塑等人文景观，为游客提供了丰富的文化体验。\n特别值得一提的是，天鹅河景区拥有南疆第一大喷泉——梦幻音乐喷泉，喷泉周长90米，最高射程可达上百米，其灵活多变的喷泉景观令人赞叹不已。游客还可以乘坐游船，穿梭于小桥流水之间，体验绿岛、水草与蜿蜒曲折的河道构成的自然美景，夜晚的灯光更增添了几分梦幻色彩。\n每年，天鹅河景区还会吸引数百只天鹅、野鸭、鸬鹚、鸳鸯等野生动物前来栖息，为这片美丽的水域增添了生机与活力。无论是在夏季漫步于绿树成荫的河畔，还是在其他季节欣赏河流的宁静与美丽，天鹅河景区都是一个让人流连忘返的地方。,10:00-24:00,
1236,温泉县鄂托克赛尔天泉景区,44.800069,80.858634,1439,2039,240,新疆,博州,鄂托克赛尔天泉景区，又称“天泉”或“小温泉”，位于新疆博尔塔拉蒙古自治州温泉县以南40公里处，海拔2650米。这里以其天然温泉和壮丽的自然景观，成为国家AAAA级旅游景区。\n天泉的水温高达60℃，泉水无色、无味、无杂质，富含碳酸盐、硫磺及碘、磷、氢、硼、溴等微量元素，具有较高的医疗价值，特别对关节炎、神经衰弱、高血压、各种皮肤病和一些妇科疾病有显著疗效。在天泉以南两千米处，还分布有明目泉、养胃泉、护肤泉，以及鲜为人知的火山泥泉，这些泉水和泥泉都具有极高的理疗和美容价值。\n景区内及延伸地带布局有十八个景观，包括哈夏森林草原、鄂托克赛尔河谷、莫生达坂冰川等区域。鄂托克赛尔河从天泉南侧流过，还有从天而降的飞瀑——纳仁撒拉瀑布。秋天在这里，你可以看到碧蓝的天空、缠在山腰的云海、庄严的高山、湍急的溪流、巨大的冰川、百年的青松，这里气候温和湿润、冬暖夏凉，是天然的空调、天然的氧吧。\n此外，景区还有“神山圣水，西部泉都“之称，这里一年四季气候宜人，景色优美，草原牧歌悠扬；雄鹰在白雪皑皑的群山中鸣叫；有一个安静而有趣的美丽的山谷；有动人的浪漫传说；迷人的神奇温泉，使鄂托克赛尔河谷呈现出独特的迷人,0.00-23:59,
1237,帝锚·热岛乐园,44.407147,84.925757,660,1380,150,新疆,塔城,帝锚·热岛乐园，一个位于新疆伊犁哈萨克自治州奎屯市呼图壁街一号的旅游商业综合体，以其全年恒温的大型室内水上乐园而闻名。这里不仅是水上乐园的天堂，还融合了温泉、网红蹦床公园、淘气堡、真冰溜冰场、威尼斯水城、特色餐饮、韩式汗蒸以及度假酒店等多种娱乐休闲设施，为游客提供了一个全方位的旅游体验。\n乐园内的水上项目丰富多样，包括海浪池、漂流河、亚马逊水寨、超级大喇叭、大滑板、室内外温泉等十多种水上游玩项目，适合全年龄阶段的游客。特别值得一提的是，乐园的温泉区域，其温泉水含有多种对人体有益的矿物质，能够帮助游客放松身心，享受健康养生的乐趣。\n帝锚·热岛乐园的餐饮区占地面积5000平方米，提供各色美食以及新疆特色美食，满足游客的味蕾需求。此外，乐园还拥有350间客房，为游客提供舒适的住宿环境，确保游玩后的休息和放松。\n乐园的开放时间为全年11:30至20:30，最晚入园时间为19:00。门票价格根据不同的套餐和优惠有所不同，例如家庭票、儿童票、成人票等，游客可以根据自己的需求选择适合的门票类型。,11:00-23:00,
1238,乌拉斯台,43.464849,87.20981,1439,2039,150,新疆,乌鲁木齐,乌鲁木齐县的乌拉斯台是一个位于南山牧场人文生态景区西白杨沟内的迷人之地，以其近2500米的海拔和地势平坦而得名。这个区域是离乌鲁木齐市最近的大草原，拥有丰富的自然资源和美丽的风景。乌拉斯台在不同民族语言中有不同的含义，蒙古语中意为“有山杨树的地方”，维吾尔语中是“高山上的平台”，而哈萨克语则称之为“空中草原”。\n夏季的乌拉斯台草原上，野花盛开，五彩斑斓，成为花的海洋，让人迷醉。这里的自然景观包括蓝天、白云、雪山、塔松、绿草和野花，构成一幅绝美的景致，是休闲观光和避暑的圣地。此外，乌拉斯台也是优良的天然牧场，夏季气候凉爽，草场丰茂，冬季则积雪深厚，成为良好的山地垂直牧场。,0.00-23:59,
1239,伊吾胡杨景区,43.690179,95.181112,510,1080,150,新疆,哈密,伊吾胡杨景区，也称为伊吾胡杨林国家沙漠公园，位于新疆哈密市伊吾县淖毛湖镇以东10公里处，是一处国家AAAA级旅游景区。这片原始胡杨林占地面积达47.6万亩，是世界仅存的三大胡杨林之一，也是中国境内分布最集中的胡杨林。胡杨，被誉为“沙漠英雄树”，因其能在极端干旱的环境中生存而闻名，具有极强的抗干旱、耐盐碱的能力。\n伊吾胡杨林不仅是自然景观的宝库，也是生态保护的重要区域。这里的胡杨林生态园展示了从一千年的文化到九千年的震撼，让游客能够感受到胡杨林的壮美和历史的沧桑。胡杨林的存在对于改善生态环境、保护生物多样性具有重要意义。\n伊吾胡杨林的美景吸引了众多摄影家、绘画家和诗人前来创作，成为了艺术创作的天堂，同时也是许多影视佳作的拍摄地。金秋十月是胡杨最美的季节，此时的胡杨林呈现出一片金黄色的壮丽景色，令人赞叹不已。,08:30-18:00,
1240,塞克云端草原,42.956834,81.570453,1439,2039,180,新疆,伊犁,塞克云端草原，位于新疆伊犁哈萨克自治州特克斯县，是一个海拔约3000米的高原草原，因其接近云层而得名“云端草原”。这里的自然风光保持着原始的风貌，草原碧草如茵、山地连绵起伏，遍地的野花娇艳绚丽，牛羊悠闲地觅食，构成了一幅如梦如画的夏日美景。\n塞克云端草原以其未被大规模开发、保持原始自然风光的特色而著称。游客可以在这里俯瞰整个天山山脉，感受草原的绿意盎然和没有人为破坏的自然美景。这里的空气清新，雪山常年不化，松林四季常青，还有俊俏的山谷和平坦的草地，草地上盛开着五颜六色的山花，是休闲避暑的好去处。\n此外，塞克云端草原也是摄影爱好者的天堂，尤其是星空摄影。在这里，游客可以拍摄到漫天星空，体验到触手可及的层云和浪漫的日落星空，让人不得不屈服在自然的魅力之下。,0.00-23:59,
1241,雅玛里克山森林公园-观景台,43.783834,87.563839,540,1260,180,新疆,乌鲁木齐,雅玛里克山森林公园，又称妖魔山，是位于乌鲁木齐市西侧沙依巴克区的国家AAA级景区。这座山以其丰富的历史文化传说和自然景观而闻名。雅玛里克山主峰青年峰海拔1391米，是晚二迭世由深海湖泊沉积形成的山峦。公园占地面积约40平方公里，曾是乌鲁木齐市最大的荒山，经过多年的绿化改造，现已变成绿树成荫、生态环境良好的城市森林公园。\n雅玛里克山森林公园不仅提供了观赏和休闲娱乐的空间，还兼具绿植培育和文化交流的功能。游客可以在这里进行徒步，享受登山和自然探索的乐趣。公园内有多个景点，包括镇妖塔和世纪亭等，提供了丰富的游览体验。此外，公园的绿化情况得益于持续的环保努力，污水处理厂的升级改造和节水灌溉系统的建设，使得这片曾经的荒山变成了如今的绿洲。,09:00-21:00,
